Feature,Importance
DPC_CY,0.0007590938311255722
DPC_IM,0.0007584544723679977
DPC_WK,0.0007560512596938956
DPC_LW,0.0007535587854586062
DPC_MH,0.000743201315436348
DPC_CH,0.0007319804517382033
DPC_WR,0.0007318204322466072
DPC_RH,0.0007262152089978605
DPC_MQ,0.000716923069786492
DPC_WG,0.0007122940837205953
DPC_YH,0.0007122376128683127
DPC_YY,0.0007115053284168276
DPC_HY,0.0007096476637778311
Repeat_Density,0.000708788656183837
DPC_NM,0.0007044748109391646
DPC_TH,0.0006984428186725107
DPC_WE,0.0006809671823436313
DPC_QM,0.000677967007944521
DPC_MN,0.0006734814645521672
DPC_MF,0.0006650693828790186
MultiPass_TM,0.0006553011527152601
DPC_WI,0.0006386673910896433
DPC_FY,0.0006309764486844671
DPC_RW,0.0006285466757412544
DPC_WV,0.0006206545084073895
DPC_FW,0.0006171643113457793
DPC_FM,0.0006116114668215488
DPC_WP,0.0006018957243249769
DPC_WF,0.0005946458842084524
DPC_KW,0.0005894021057289455
DPC_WT,0.0005890712148662597
DPC_MY,0.000588198505355278
DPC_PW,0.0005842932306034073
DPC_SW,0.000582287958884479
DPC_MC,0.0005811379841097862
DPC_WW,0.0005638544895944904
DPC_YM,0.000562026664253323
DPC_WQ,0.0005464102037475792
DPC_VW,0.0005449229314486177
DPC_YW,0.0005430327715742845
DPC_EW,0.0005383567640020962
DPC_WN,0.0005352766540329554
DPC_WH,0.0005108240697644496
DPC_QW,0.0005073454444162273
DPC_TW,0.0004968833793041025
DPC_WY,0.0004829836820469215
DPC_CW,0.0004688735676997616
DPC_HM,0.00043565900247937047
DPC_NW,0.0004299739460240817
DPC_WM,0.0004099487169877804
DPC_HW,0.0004052290938766386
DPC_CM,0.0003861688207176385
DPC_MW,0.0003321402203750081
DPC_WC,0.0003032174172735152
Secretion_Motif_Present,0.00026534584284501535
LowComplexity_Fraction,0.00024500954909564284
Cleavage_Confidence,0.0001575913028075513
SignalPeptide_Present,0.00011879824461959182
SignalPeptide_Length,0.00011853231337463274
Aliphatic_Index,0.0
